id,text,entities_json
99,El supervisor reportó golpe en despacho asociado a superficie resbalosa cerca de un montacargas y posible exposición a resina.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 22, ""end"": 27, ""label"": ""EVENTO"", ""text"": ""golpe""}, {""start"": 31, ""end"": 39, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 51, ""end"": 71, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 81, ""end"": 95, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 119, ""end"": 125, ""label"": ""SUSTANCIA"", ""text"": ""resina""}]"
69,El auxiliar indicó presencia de gas comprimido en mantenimiento y riesgo de fuga por postura inadecuada junto a un motor.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 32, ""end"": 46, ""label"": ""SUSTANCIA"", ""text"": ""gas comprimido""}, {""start"": 50, ""end"": 63, ""label"": ""AREA"", ""text"": ""mantenimiento""}, {""start"": 76, ""end"": 80, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 85, ""end"": 103, ""label"": ""CONDICION"", ""text"": ""postura inadecuada""}, {""start"": 112, ""end"": 120, ""label"": ""EQUIPO"", ""text"": ""un motor""}]"
72,Un trabajador sufrió caída en el muelle de carga por piso mojado.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""Un trabajador""}, {""start"": 21, ""end"": 26, ""label"": ""EVENTO"", ""text"": ""caída""}, {""start"": 30, ""end"": 48, ""label"": ""AREA"", ""text"": ""el muelle de carga""}, {""start"": 53, ""end"": 64, ""label"": ""CONDICION"", ""text"": ""piso mojado""}]"
96,"Durante la inspección, La operaria observó área obstruida en despacho alrededor de una cortadora tras fatiga muscular.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 43, ""end"": 57, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 61, ""end"": 69, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 83, ""end"": 96, ""label"": ""EQUIPO"", ""text"": ""una cortadora""}, {""start"": 102, ""end"": 117, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}]"
32,"Durante la inspección, Una trabajadora observó cable expuesto en la sala técnica alrededor de una herramienta industrial tras golpe.","[{""start"": 23, ""end"": 38, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 47, ""end"": 61, ""label"": ""CONDICION"", ""text"": ""cable expuesto""}, {""start"": 65, ""end"": 80, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 94, ""end"": 120, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 126, ""end"": 131, ""label"": ""EVENTO"", ""text"": ""golpe""}]"
18,"Durante la inspección, El electricista observó superficie resbalosa en el laboratorio alrededor de un motor tras derrame.","[{""start"": 23, ""end"": 38, ""label"": ""PERSONA"", ""text"": ""El electricista""}, {""start"": 47, ""end"": 67, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 71, ""end"": 85, ""label"": ""AREA"", ""text"": ""el laboratorio""}, {""start"": 99, ""end"": 107, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 113, ""end"": 120, ""label"": ""EVENTO"", ""text"": ""derrame""}]"
34,"Durante la inspección, El trabajador observó humedad en el almacén alrededor de un montacargas tras descarga.","[{""start"": 23, ""end"": 36, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 45, ""end"": 52, ""label"": ""CONDICION"", ""text"": ""humedad""}, {""start"": 56, ""end"": 66, ""label"": ""AREA"", ""text"": ""el almacén""}, {""start"": 80, ""end"": 94, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 100, ""end"": 108, ""label"": ""EVENTO"", ""text"": ""descarga""}]"
19,La supervisora indicó presencia de químico volátil en producción y riesgo de tropezón por señalización deficiente junto a un motor.,"[{""start"": 0, ""end"": 14, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 35, ""end"": 50, ""label"": ""SUSTANCIA"", ""text"": ""químico volátil""}, {""start"": 54, ""end"": 64, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 77, ""end"": 85, ""label"": ""EVENTO"", ""text"": ""tropezón""}, {""start"": 90, ""end"": 113, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 122, ""end"": 130, ""label"": ""EQUIPO"", ""text"": ""un motor""}]"
59,El técnico indicó presencia de aceite en despacho y riesgo de derrame por movimientos repetitivos junto a una máquina prensadora.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 31, ""end"": 37, ""label"": ""SUSTANCIA"", ""text"": ""aceite""}, {""start"": 41, ""end"": 49, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 62, ""end"": 69, ""label"": ""EVENTO"", ""text"": ""derrame""}, {""start"": 74, ""end"": 97, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 106, ""end"": 128, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}]"
83,El auxiliar indicó presencia de vapores químicos en despacho y riesgo de resbalón por señalización deficiente junto a una máquina prensadora.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 32, ""end"": 48, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}, {""start"": 52, ""end"": 60, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 73, ""end"": 81, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 86, ""end"": 109, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 118, ""end"": 140, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}]"
51,El técnico indicó presencia de gas comprimido en la planta de proceso y riesgo de fatiga muscular por humedad junto a una máquina prensadora.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 31, ""end"": 45, ""label"": ""SUSTANCIA"", ""text"": ""gas comprimido""}, {""start"": 49, ""end"": 69, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 82, ""end"": 97, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 102, ""end"": 109, ""label"": ""CONDICION"", ""text"": ""humedad""}, {""start"": 118, ""end"": 140, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}]"
64,El técnico reportó derrame en despacho asociado a movimientos repetitivos cerca de una máquina prensadora y posible exposición a aceite.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 19, ""end"": 26, ""label"": ""EVENTO"", ""text"": ""derrame""}, {""start"": 30, ""end"": 38, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 50, ""end"": 73, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 83, ""end"": 105, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}, {""start"": 129, ""end"": 135, ""label"": ""SUSTANCIA"", ""text"": ""aceite""}]"
84,El electricista reportó derrame en el laboratorio asociado a superficie resbalosa cerca de un motor y posible exposición a aceite.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""El electricista""}, {""start"": 24, ""end"": 31, ""label"": ""EVENTO"", ""text"": ""derrame""}, {""start"": 35, ""end"": 49, ""label"": ""AREA"", ""text"": ""el laboratorio""}, {""start"": 61, ""end"": 81, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 91, ""end"": 99, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 123, ""end"": 129, ""label"": ""SUSTANCIA"", ""text"": ""aceite""}]"
110,"Durante la inspección, La operaria observó señalización deficiente en el pasillo central alrededor de la banda transportadora tras fuga.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 43, ""end"": 66, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 70, ""end"": 88, ""label"": ""AREA"", ""text"": ""el pasillo central""}, {""start"": 102, ""end"": 125, ""label"": ""EQUIPO"", ""text"": ""la banda transportadora""}, {""start"": 131, ""end"": 135, ""label"": ""EVENTO"", ""text"": ""fuga""}]"
41,"Durante la inspección, Un operador observó movimientos repetitivos en la planta de proceso alrededor de una máquina prensadora tras fuga.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 43, ""end"": 66, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 70, ""end"": 90, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 104, ""end"": 126, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}, {""start"": 132, ""end"": 136, ""label"": ""EVENTO"", ""text"": ""fuga""}]"
92,"Durante la inspección, El auxiliar observó señalización deficiente en despacho alrededor de una máquina prensadora tras resbalón.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 43, ""end"": 66, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 70, ""end"": 78, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 92, ""end"": 114, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}, {""start"": 120, ""end"": 128, ""label"": ""EVENTO"", ""text"": ""resbalón""}]"
73,"Durante la inspección, El electricista observó materiales fuera de lugar en la zona de carga alrededor de un recipiente metálico tras tropezón.","[{""start"": 23, ""end"": 38, ""label"": ""PERSONA"", ""text"": ""El electricista""}, {""start"": 47, ""end"": 72, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 76, ""end"": 92, ""label"": ""AREA"", ""text"": ""la zona de carga""}, {""start"": 106, ""end"": 128, ""label"": ""EQUIPO"", ""text"": ""un recipiente metálico""}, {""start"": 134, ""end"": 142, ""label"": ""EVENTO"", ""text"": ""tropezón""}]"
28,La técnica identificó fuga de ácido en un recipiente plástico dentro de la zona de reactivos.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""La técnica""}, {""start"": 22, ""end"": 26, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 30, ""end"": 35, ""label"": ""SUSTANCIA"", ""text"": ""ácido""}, {""start"": 39, ""end"": 61, ""label"": ""EQUIPO"", ""text"": ""un recipiente plástico""}, {""start"": 72, ""end"": 92, ""label"": ""AREA"", ""text"": ""la zona de reactivos""}]"
